tipo_presupuesto,funcion,anho,monto
2-PROGRAMAS DE ACCIÓN,442-SERVICIOS DEL MEDIO AMBIENTE,2015,12642148157
2-PROGRAMAS DE ACCIÓN,352-INVESTIGACION Y DESARROLLO EXPERIMENTAL,2015,12422809248
1-PROGRAMAS DE ADMINISTRACION,454-CREDITO AGRICOLA Y PECUARIO,2014,12337436455
2-PROGRAMAS DE ACCIÓN,124-MINISTERIO PÚBLICO,2011,12097354431
3-PROGRAMAS DE INVERSIÓN,433-TRANSPORTE FLUVIAL,2014,12078059047
1-PROGRAMAS DE ADMINISTRACION,454-CREDITO AGRICOLA Y PECUARIO,2011,11886135473
1-PROGRAMAS DE ADMINISTRACION,353-DISEMINACION DEL CONOCIMIENTO CIENTIFICO Y TECNOLOGICO,2011,11721763169
3-PROGRAMAS DE INVERSIÓN,181-INVERSIÓN EN ADMINISTRACIÓN GUBERNAMENTAL,2015,11706281318
3-PROGRAMAS DE INVERSIÓN,111-LEGISLATIVA,2014,11551379857
1-PROGRAMAS DE ADMINISTRACION,132-ADMINISTRACIÓN GENERAL,2015,11223303905
1-PROGRAMAS DE ADMINISTRACION,454-CREDITO AGRICOLA Y PECUARIO,2013,11143643259
3-PROGRAMAS DE INVERSIÓN,325-SERVICIOS SOCIALES DE LOS GOB. DEPARTAMENTALES,2013,11025970702
1-PROGRAMAS DE ADMINISTRACION,454-CREDITO AGRICOLA Y PECUARIO,2012,10905880919
2-PROGRAMAS DE ACCIÓN,133-SERVICIO EXTERIOR,2014,10880343064
3-PROGRAMAS DE INVERSIÓN,433-TRANSPORTE FLUVIAL,2012,10769400389
2-PROGRAMAS DE ACCIÓN,621-REGULACIÓN Y CONTROL DE SERVICIOS DE TRANSPORTE,2013,10741605780
2-PROGRAMAS DE ACCIÓN,135-ADMINISTRACIÓN GUBERNAMENTAL S/DISCRIMINAR,2012,10548631930
1-PROGRAMAS DE ADMINISTRACION,142-CONTROL FISCAL,2016,10475768526
2-PROGRAMAS DE ACCIÓN,631-REGULACIÓN Y CONTROL DE SERVICIOS DE AGUA POTABLE Y ALCANTAR,2015,10423281141
3-PROGRAMAS DE INVERSIÓN,433-TRANSPORTE FLUVIAL,2013,10349448854
2-PROGRAMAS DE ACCIÓN,349-EDUCACION Y CULTURA SIN DISCRIMINAR,2011,10327177422
2-PROGRAMAS DE ACCIÓN,133-SERVICIO EXTERIOR,2013,10307962817
1-PROGRAMAS DE ADMINISTRACION,354-SERVICIOS CIENTIFICOS Y TECNOLOGICOS,2015,10109982237
1-PROGRAMAS DE ADMINISTRACION,651-REGULACIÓN Y CONTROL DE LAS COOPERATIVAS,2011,10001647635
3-PROGRAMAS DE INVERSIÓN,323-SERVICIOS DE ACCIÓN SOCIAL,2011,9975807491
2-PROGRAMAS DE ACCIÓN,452-SERVICIOS PECUARIOS,2016,9910797823
3-PROGRAMAS DE INVERSIÓN,342-EDUCACION MEDIA Y TECNICA,2012,9890211780
2-PROGRAMAS DE ACCIÓN,672-REG. Y CONTROL DE LOS SERV. DE REG.DE PROP. INTELECTUAL,2014,9821418531
2-PROGRAMAS DE ACCIÓN,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2013,9745235105
2-PROGRAMAS DE ACCIÓN,353-DIFUSION DEL CONOCIMIENTO CIENTIFICO Y TECNOLOGICO,2013,9724818532
2-PROGRAMAS DE ACCIÓN,345-DEPORTE Y RECREACION,2011,9603556942
1-PROGRAMAS DE ADMINISTRACION,125-JUSTICIA ELECTORAL,2012,9447716880
2-PROGRAMAS DE ACCIÓN,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2012,9434118299
2-PROGRAMAS DE ACCIÓN,352-INVESTIGACION Y DESARROLLO EXPERIMENTAL,2011,9310404227
2-PROGRAMAS DE ACCIÓN,"329-PROMOCION,ASISTENCIA Y ACCION SOCIAL SIN DISCRIMINAR",2011,9180101726
2-PROGRAMAS DE ACCIÓN,133-SERVICIO EXTERIOR,2012,9144302883
3-PROGRAMAS DE INVERSIÓN,142-CONTROL FISCAL,2011,9123801879
1-PROGRAMAS DE ADMINISTRACION,352-INVESTIGACION Y DESARROLLO EXPERIMENTAL,2014,9077785233
2-PROGRAMAS DE ACCIÓN,432-TRANSPORTE AEREO,2016,9075760822
3-PROGRAMAS DE INVERSIÓN,461-PRODUCCION INDUSTRIAL,2012,9056599029
1-PROGRAMAS DE ADMINISTRACION,631-REGULACIÓN Y CONTROL DE SERVICIOS DE AGUA POTABLE Y ALCANTAR,2014,9028609350
3-PROGRAMAS DE INVERSIÓN,143-ADMINISTRACION FINANCIERA Y CONTROL GUBERNAMENTAL,2013,8953635545
1-PROGRAMAS DE ADMINISTRACION,313-PROMOCIÓN Y ASISTENCIA,2012,8848786077
1-PROGRAMAS DE ADMINISTRACION,122-DEFENSORIA DEL PUEBLO,2012,8844212677
2-PROGRAMAS DE ACCIÓN,621-REGULACIÓN Y CONTROL DE SERVICIOS DE TRANSPORTE,2012,8830098503
3-PROGRAMAS DE INVERSIÓN,323-SERVICIOS DE ACCIÓN SOCIAL,2015,8756032785
1-PROGRAMAS DE ADMINISTRACION,442-SERVICIOS DEL MEDIO AMBIENTE,2014,8690154222
2-PROGRAMAS DE ACCIÓN,353-DIFUSION DEL CONOCIMIENTO CIENTIFICO Y TECNOLOGICO,2014,8642713117
3-PROGRAMAS DE INVERSIÓN,343-EDUCACION SUPERIOR Y UNIVERSITARIA,2013,8599798151
1-PROGRAMAS DE ADMINISTRACION,313-PROMOCIÓN Y ASISTENCIA,2013,8570631465
3-PROGRAMAS DE INVERSIÓN,325-SERVICIOS SOCIALES DE LOS GOB. DEPARTAMENTALES,2011,8561391333
3-PROGRAMAS DE INVERSIÓN,353-DISEMINACION DEL CONOCIMIENTO CIENTIFICO Y TECNOLOGICO,2012,8555007312
2-PROGRAMAS DE ACCIÓN,352-INVESTIGACION Y DESARROLLO EXPERIMENTAL,2012,8408995997
1-PROGRAMAS DE ADMINISTRACION,442-SERVICIOS DEL MEDIO AMBIENTE,2013,8392498966
1-PROGRAMAS DE ADMINISTRACION,353-DISEMINACION DEL CONOCIMIENTO CIENTIFICO Y TECNOLOGICO,2012,8386099144
1-PROGRAMAS DE ADMINISTRACION,442-SERVICIOS DEL MEDIO AMBIENTE,2012,8345625424
2-PROGRAMAS DE ACCIÓN,133-SERVICIO EXTERIOR,2015,8337703370
2-PROGRAMAS DE ACCIÓN,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2011,8298908813
3-PROGRAMAS DE INVERSIÓN,226-SERVICIO DEL REGISTRO CIVIL,2012,8197729413
2-PROGRAMAS DE ACCIÓN,621-REGULACIÓN Y CONTROL DE SERVICIOS DE TRANSPORTE,2014,8017875748
1-PROGRAMAS DE ADMINISTRACION,343-EDUCACION SUPERIOR Y UNIVERSITARIA,2016,8004906683
2-PROGRAMAS DE ACCIÓN,352-INVESTIGACION Y DESARROLLO EXPERIMENTAL,2013,7946348027
1-PROGRAMAS DE ADMINISTRACION,313-PROMOCIÓN Y ASISTENCIA,2014,7906921354
3-PROGRAMAS DE INVERSIÓN,321-ASISTENCIA  A PERSONAS CON NECESIDADES ESPECIALES,2011,7732205333
1-PROGRAMAS DE ADMINISTRACION,141-CONT. Y AUD. GUBERNAMENTAL,2016,7603438047
3-PROGRAMAS DE INVERSIÓN,344-CULTURA,2013,7598266740
1-PROGRAMAS DE ADMINISTRACION,354-SERVICIOS CIENTIFICOS Y TECNOLOGICOS,2012,7543863312
1-PROGRAMAS DE ADMINISTRACION,325-SERVICIOS SOCIALES DE LOS GOB. DEPARTAMENTALES Y MUNICIPALES,2016,7543614652
2-PROGRAMAS DE ACCIÓN,133-SERVICIO EXTERIOR,2011,7448005976
2-PROGRAMAS DE ACCIÓN,611-REGULACIÓN Y CONTROL DE SERVICIOS DE TELECOMUNICACIÓN,2013,7402137087
3-PROGRAMAS DE INVERSIÓN,355-SERVICIOS ESTADISTICOS,2015,7265489983
1-PROGRAMAS DE ADMINISTRACION,122-DEFENSORIA DEL PUEBLO,2011,7236979494
3-PROGRAMAS DE INVERSIÓN,344-CULTURA,2012,7197071243
3-PROGRAMAS DE INVERSIÓN,121-JUDICIAL,2011,7074844491
3-PROGRAMAS DE INVERSIÓN,353-DIFUSION DEL CONOCIMIENTO CIENTIFICO Y TECNOLOGICO,2016,7032785523
3-PROGRAMAS DE INVERSIÓN,371-VIVIENDA Y URBANISMO,2016,7014317510
3-PROGRAMAS DE INVERSIÓN,221-ORDEN PÚBLICO Y SEGURIDAD INTERIOR,2013,7001739544
2-PROGRAMAS DE ACCIÓN,"661-REGULACIÓN  Y CONTROL DEL SISTEMA MONETARIO, CRED. Y CAMBIAR",2013,7000000000
3-PROGRAMAS DE INVERSIÓN,143-ADMINISTRACION FINANCIERA Y CONTROL GUBERNAMENTAL,2011,6975250310
1-PROGRAMAS DE ADMINISTRACION,354-SERVICIOS CIENTIFICOS Y TECNOLOGICOS,2011,6874124516
2-PROGRAMAS DE ACCIÓN,454-CREDITO AGRICOLA Y PECUARIO,2016,6841916485
3-PROGRAMAS DE INVERSIÓN,342-EDUCACION MEDIA Y TECNICA,2015,6683201118
2-PROGRAMAS DE ACCIÓN,231-RECLUSIÓN PENAL,2016,6677795991
3-PROGRAMAS DE INVERSIÓN,353-DISEMINACION DEL CONOCIMIENTO CIENTIFICO Y TECNOLOGICO,2011,6643595579
3-PROGRAMAS DE INVERSIÓN,353-DIFUSION DEL CONOCIMIENTO CIENTIFICO Y TECNOLOGICO,2013,6582342251
3-PROGRAMAS DE INVERSIÓN,221-ORDEN PÚBLICO Y SEGURIDAD INTERIOR,2014,6581973499
3-PROGRAMAS DE INVERSIÓN,451-SERVICIOS AGRICOLAS,2015,6557626480
3-PROGRAMAS DE INVERSIÓN,143-ADMINISTRACION FINANCIERA Y CONTROL GUBERNAMENTAL,2012,6532615669
3-PROGRAMAS DE INVERSIÓN,133-SERVICIO EXTERIOR,2012,6474970935
3-PROGRAMAS DE INVERSIÓN,"329-PROMOCION,ASISTENCIA Y ACCION SOCIAL SIN DISCRIMINAR",2015,6459069683
1-PROGRAMAS DE ADMINISTRACION,131-CONDUCCIÓN POLITICA,2016,6350469916
2-PROGRAMAS DE ACCIÓN,492-INVERSIÓN SERVICIOS ECONÓMICOS,2016,6328895629
1-PROGRAMAS DE ADMINISTRACION,451-SERVICIOS AGRICOLAS,2016,6270181584
1-PROGRAMAS DE ADMINISTRACION,312-SANEAMIENTO AMBIENTAL,2011,6245049580
3-PROGRAMAS DE INVERSIÓN,355-SERVICIOS ESTADISTICOS,2014,6202711456
1-PROGRAMAS DE ADMINISTRACION,631-REGULACIÓN Y CONTROL DE SERVICIOS DE AGUA POTABLE Y ALCANTAR,2013,6133478563
3-PROGRAMAS DE INVERSIÓN,433-TRANSPORTE FLUVIAL,2015,6048894620
1-PROGRAMAS DE ADMINISTRACION,313-PROMOCIÓN Y ASISTENCIA,2011,5849529500
1-PROGRAMAS DE ADMINISTRACION,"419-ENERGIA, COMBUSTIBLES Y MINERIA SIN DISCRIMINAR",2014,5829361035
2-PROGRAMAS DE ACCIÓN,361-RELACIONES LABORALES,2016,5778039268
1-PROGRAMAS DE ADMINISTRACION,631-REGULACIÓN Y CONTROL DE SERVICIOS DE AGUA POTABLE Y ALCANTAR,2012,5771880452
2-PROGRAMAS DE ACCIÓN,621-REGULACIÓN Y CONTROL DE SERVICIOS DE TRANSPORTE,2016,5767010285
1-PROGRAMAS DE ADMINISTRACION,631-REGULACIÓN Y CONTROL DE SERVICIOS DE AGUA POTABLE Y ALCANTAR,2011,5717959095
1-PROGRAMAS DE ADMINISTRACION,432-TRANSPORTE AEREO,2016,5667559490
1-PROGRAMAS DE ADMINISTRACION,433-TRANSPORTE FLUVIAL,2016,5664110188
2-PROGRAMAS DE ACCIÓN,132-ADMINISTRACIÓN GENERAL,2014,5548179448
1-PROGRAMAS DE ADMINISTRACION,353-DIFUSION DEL CONOCIMIENTO CIENTIFICO Y TECNOLOGICO,2013,5522671631
3-PROGRAMAS DE INVERSIÓN,143-ADMINISTRACION FINANCIERA Y CONTROL GUBERNAMENTAL,2015,5369195272
1-PROGRAMAS DE ADMINISTRACION,353-DIFUSION DEL CONOCIMIENTO CIENTIFICO Y TECNOLOGICO,2014,5336874265
3-PROGRAMAS DE INVERSIÓN,323-SERVICIOS DE ACCIÓN SOCIAL,2014,5326681881
2-PROGRAMAS DE ACCIÓN,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2015,5318056054
1-PROGRAMAS DE ADMINISTRACION,"419-ENERGIA, COMBUSTIBLES Y LUBRICANTES SIN DISCRIMINAR",2013,5295191598
1-PROGRAMAS DE ADMINISTRACION,"419-ENERGIA, COMBUSTIBLES Y LUBRICANTES SIN DISCRIMINAR",2012,5137673776
3-PROGRAMAS DE INVERSIÓN,143-ADMINISTRACION FINANCIERA Y CONTROL GUBERNAMENTAL,2014,5093477358
3-PROGRAMAS DE INVERSIÓN,121-JUDICIAL,2014,5080918160
2-PROGRAMAS DE ACCIÓN,143-ADMINISTRACION FINANCIERA Y CONTROL GUBERNAMENTAL,2016,4970114269
2-PROGRAMAS DE ACCIÓN,354-SERVICIOS CIENTIFICOS Y TECNOLOGICOS,2013,4966654454
2-PROGRAMAS DE ACCIÓN,313-PROMOCIÓN Y ASISTENCIA,2015,4959088780
2-PROGRAMAS DE ACCIÓN,441-SERVICIOS FORESTALES,2015,4771373248
2-PROGRAMAS DE ACCIÓN,441-SERVICIOS FORESTALES,2011,4677267028
1-PROGRAMAS DE ADMINISTRACION,354-SERVICIOS CIENTIFICOS Y TECNOLOGICOS,2013,4642074915
1-PROGRAMAS DE ADMINISTRACION,"419-ENERGIA, COMBUSTIBLES Y LUBRICANTES SIN DISCRIMINAR",2011,4560472696
3-PROGRAMAS DE INVERSIÓN,226-SERVICIO DEL REGISTRO CIVIL,2011,4542117605
2-PROGRAMAS DE ACCIÓN,441-SERVICIOS FORESTALES,2012,4537777922
1-PROGRAMAS DE ADMINISTRACION,412-PETROLEO Y GAS,2016,4419331845
2-PROGRAMAS DE ACCIÓN,651-REGULACIÓN Y CONTROL DE LAS COOPERATIVAS,2014,4378697667
1-PROGRAMAS DE ADMINISTRACION,442-SERVICIOS DEL MEDIO AMBIENTE,2011,4306172344
1-PROGRAMAS DE ADMINISTRACION,452-SERVICIOS PECUARIOS,2016,4274625782
3-PROGRAMAS DE INVERSIÓN,342-EDUCACION MEDIA Y TECNICA,2014,4058102000
3-PROGRAMAS DE INVERSIÓN,472-TURISMO,2013,4000913321
3-PROGRAMAS DE INVERSIÓN,121-JUDICIAL,2013,3989979901
1-PROGRAMAS DE ADMINISTRACION,326-SERVICIOS SOCIALES PARA LA REFORMA AGRARIA Y COLONIZACION,2016,3977231478
2-PROGRAMAS DE ACCIÓN,651-REGULACIÓN Y CONTROL DE LAS COOPERATIVAS,2015,3907583998
3-PROGRAMAS DE INVERSIÓN,142-CONTROL FISCAL,2015,3859969265
3-PROGRAMAS DE INVERSIÓN,472-TURISMO,2015,3814090328
2-PROGRAMAS DE ACCIÓN,651-REGULACIÓN Y CONTROL DE LAS COOPERATIVAS,2013,3809102804
1-PROGRAMAS DE ADMINISTRACION,482-SEGUROS Y FINANZAS,2011,3775483215
3-PROGRAMAS DE INVERSIÓN,121-JUDICIAL,2015,3751843035
3-PROGRAMAS DE INVERSIÓN,321-ASISTENCIA  A PERSONAS CON NECESIDADES ESPECIALES,2012,3714128662
2-PROGRAMAS DE ACCIÓN,673-REG. Y CONTROL DE SERV. DE PROTECCION Y DEF. AL CONSUMIDOR,2015,3697731358
2-PROGRAMAS DE ACCIÓN,233-PROMOCIÓN Y ACCIÓN CORRECTIVA,2015,3634630571
2-PROGRAMAS DE ACCIÓN,331-ADMINISTRACION DE LOS SERVICIOS DE SEGURIDAD SOCIAL,2016,3553532554
1-PROGRAMAS DE ADMINISTRACION,"671-REG. Y CONTROL DEL SIST. NAC, CONTRATC PUB",2016,3515532046
3-PROGRAMAS DE INVERSIÓN,121-JUDICIAL,2012,3473811817
1-PROGRAMAS DE ADMINISTRACION,143-ADMINISTRACION FINANCIERA Y CONTROL GUBERNAMENTAL,2016,3448757671
1-PROGRAMAS DE ADMINISTRACION,233-PROMOCIÓN Y ACCIÓN CORRECTIVA,2014,3437640617
2-PROGRAMAS DE ACCIÓN,431-TRANSPORTE TERRESTRE,2015,3433206994
3-PROGRAMAS DE INVERSIÓN,472-TURISMO,2014,3418379114
3-PROGRAMAS DE INVERSIÓN,142-CONTROL FISCAL,2013,3375148057
2-PROGRAMAS DE ACCIÓN,228-DEMARCACIÓN Y VIGILANCIA DE LÍMITES,2015,3349772315
1-PROGRAMAS DE ADMINISTRACION,471-COMERCIALIZACIÓN Y PROMOCIÓN DE PRODUCTOS,2016,3340285776
2-PROGRAMAS DE ACCIÓN,132-ADMINISTRACIÓN GENERAL,2012,3246399510
2-PROGRAMAS DE ACCIÓN,344-CULTURA,2016,3224108872
1-PROGRAMAS DE ADMINISTRACION,439-TRANSPORTE SIN DISCRIMINAR,2014,3193686266
2-PROGRAMAS DE ACCIÓN,651-REGULACIÓN Y CONTROL DE LAS COOPERATIVAS,2012,3178966622
1-PROGRAMAS DE ADMINISTRACION,361-RELACIONES LABORALES,2016,3161132862
2-PROGRAMAS DE ACCIÓN,673-REG. Y CONTROL DE SERV. DE PROTECCION Y DEF. AL CONSUMIDOR,2014,3151122751
1-PROGRAMAS DE ADMINISTRACION,641-REGULACIÓN Y CONTROL DE SERVICIOS BURSATILES Y COMERCIALES,2013,3132275229
2-PROGRAMAS DE ACCIÓN,421-SERVICIOS POSTALES,2016,3105551200
2-PROGRAMAS DE ACCIÓN,291-SEGURIDAD SIN DISCRIMINAR,2016,3048805853
3-PROGRAMAS DE INVERSIÓN,131-CONDUCCIÓN POLITICA,2015,3035199393
3-PROGRAMAS DE INVERSIÓN,142-CONTROL FISCAL,2012,2978395411
2-PROGRAMAS DE ACCIÓN,326-SERVICIOS SOCIALES PARA LA REFORMA AGRARIA Y COLONIZACION,2016,2952545359
1-PROGRAMAS DE ADMINISTRACION,449-ECOLOGIA Y MEDIO AMBIENTE SIN DISCRIMINAR,2011,2932505013
1-PROGRAMAS DE ADMINISTRACION,641-REGULACIÓN Y CONTROL DE SERVICIOS BURSATILES Y COMERCIALES,2014,2907661428
1-PROGRAMAS DE ADMINISTRACION,641-REGULACIÓN Y CONTROL DE SERVICIOS BURSATILES Y COMERCIALES,2015,2907296071
2-PROGRAMAS DE ACCIÓN,353-DISEMINACION DEL CONOCIMIENTO CIENTIFICO Y TECNOLOGICO,2012,2865645651
3-PROGRAMAS DE INVERSIÓN,"671-SERVICIO DE REG. Y CONTROL DEL SIST. NAC, CONTRATC PUB",2011,2853941823
3-PROGRAMAS DE INVERSIÓN,133-SERVICIO EXTERIOR,2011,2837919900
3-PROGRAMAS DE INVERSIÓN,361-RELACIONES LABORALES,2015,2814786143
3-PROGRAMAS DE INVERSIÓN,319-SALUD SIN DISCRIMINAR,2012,2812497754
1-PROGRAMAS DE ADMINISTRACION,641-REGULACIÓN Y CONTROL DE SERVICIOS BURSATILES Y COMERCIALES,2012,2777370094
1-PROGRAMAS DE ADMINISTRACION,233-PROMOCIÓN Y ACCIÓN CORRECTIVA,2013,2764023726
1-PROGRAMAS DE ADMINISTRACION,110-LEGISLATIVA,2014,2748757896
2-PROGRAMAS DE ACCIÓN,441-SERVICIOS FORESTALES,2014,2711663864
3-PROGRAMAS DE INVERSIÓN,116-INVERSIÓN LEGISLATIVA,2012,2683857200
1-PROGRAMAS DE ADMINISTRACION,371-VIVIENDA Y URBANISMO,2016,2642460809
3-PROGRAMAS DE INVERSIÓN,469-INDUSTRIA SIN DISCRIMINAR,2013,2629520380
1-PROGRAMAS DE ADMINISTRACION,439-TRANSPORTE SIN DISCRIMINAR,2011,2619742305
1-PROGRAMAS DE ADMINISTRACION,331-ADMINISTRACION DE LOS SERVICIOS DE SEGURIDAD SOCIAL,2016,2609097590
2-PROGRAMAS DE ACCIÓN,222-MIGRACIONES,2016,2593521649
1-PROGRAMAS DE ADMINISTRACION,439-TRANSPORTE SIN DISCRIMINAR,2012,2543908165
3-PROGRAMAS DE INVERSIÓN,343-EDUCACION SUPERIOR Y UNIVERSITARIA,2016,2515082654
1-PROGRAMAS DE ADMINISTRACION,341-EDUCACION ELEMENTAL,2014,2481348187
3-PROGRAMAS DE INVERSIÓN,472-TURISMO,2012,2444552679
1-PROGRAMAS DE ADMINISTRACION,341-EDUCACION ELEMENTAL,2011,2384488340
2-PROGRAMAS DE ACCIÓN,"459-AGRICULTURA , GANADERIA, CAZA Y PESCA SIN DISCRIMINAR",2016,2367140195
1-PROGRAMAS DE ADMINISTRACION,341-EDUCACION ELEMENTAL,2012,2365773180
2-PROGRAMAS DE ACCIÓN,651-REGULACIÓN Y CONTROL DE LAS COOPERATIVAS,2011,2351259993
1-PROGRAMAS DE ADMINISTRACION,341-EDUCACION ELEMENTAL,2013,2304581692
1-PROGRAMAS DE ADMINISTRACION,449-ECOLOGIA Y MEDIO AMBIENTE SIN DISCRIMINAR,2012,2209397806
1-PROGRAMAS DE ADMINISTRACION,231-RECLUSIÓN PENAL,2016,2141055920
3-PROGRAMAS DE INVERSIÓN,461-PRODUCCION INDUSTRIAL,2013,2109038841
1-PROGRAMAS DE ADMINISTRACION,449-ECOLOGIA Y MEDIO AMBIENTE SIN DISCRIMINAR,2013,2088813220
2-PROGRAMAS DE ACCIÓN,"329-PROMOCION,ASISTENCIA Y ACCION SOCIAL SIN DISCRIMINAR",2016,2080777090
1-PROGRAMAS DE ADMINISTRACION,641-REGULACIÓN Y CONTROL DE SERVICIOS BURSATILES Y COMERCIALES,2011,2068366850
2-PROGRAMAS DE ACCIÓN,321-ASISTENCIA  A PERSONAS CON NECESIDADES ESPECIALES,2016,2050357131
3-PROGRAMAS DE INVERSIÓN,432-TRANSPORTE AEREO,2014,2000000000
2-PROGRAMAS DE ACCIÓN,132-ADMINISTRACIÓN GENERAL,2011,1931529253
3-PROGRAMAS DE INVERSIÓN,"359-CIENCIA , TECNOLOGIA Y DIFUSION SIN DISCRIMINAR",2015,1882703952
1-PROGRAMAS DE ADMINISTRACION,441-SERVICIOS FORESTALES,2016,1857350375
2-PROGRAMAS DE ACCIÓN,355-SERVICIOS ESTADISTICOS,2016,1759081007
3-PROGRAMAS DE INVERSIÓN,481-INTERMEDIACION FINANCIERA,2015,1757199088
3-PROGRAMAS DE INVERSIÓN,442-SERVICIOS DEL MEDIO AMBIENTE,2014,1755599045
3-PROGRAMAS DE INVERSIÓN,454-CREDITO AGRICOLA Y PECUARIO,2014,1749877638
1-PROGRAMAS DE ADMINISTRACION,439-TRANSPORTE SIN DISCRIMINAR,2013,1708126856
2-PROGRAMAS DE ACCIÓN,352-INVESTIGACION Y DESARROLLO EXPERIMENTAL,2016,1708122805
1-PROGRAMAS DE ADMINISTRACION,110-LEGISLATIVA,2011,1666724521
1-PROGRAMAS DE ADMINISTRACION,110-LEGISLATIVA,2013,1581689873
1-PROGRAMAS DE ADMINISTRACION,344-CULTURA,2016,1555403015
1-PROGRAMAS DE ADMINISTRACION,323-SERVICIOS DE ACCIÓN SOCIAL,2016,1539553287
2-PROGRAMAS DE ACCIÓN,451-SERVICIOS AGRICOLAS,2016,1476704363
3-PROGRAMAS DE INVERSIÓN,442-SERVICIOS DEL MEDIO AMBIENTE,2013,1421515000
1-PROGRAMAS DE ADMINISTRACION,110-LEGISLATIVA,2012,1411828134
2-PROGRAMAS DE ACCIÓN,354-SERVICIOS CIENTIFICOS Y TECNOLOGICOS,2016,1378529788
3-PROGRAMAS DE INVERSIÓN,469-INDUSTRIA SIN DISCRIMINAR,2012,1342324586
2-PROGRAMAS DE ACCIÓN,461-PRODUCCION INDUSTRIAL,2016,1316989099
1-PROGRAMAS DE ADMINISTRACION,442-SERVICIOS DEL MEDIO AMBIENTE,2016,1313343860
2-PROGRAMAS DE ACCIÓN,441-SERVICIOS FORESTALES,2013,1308879738
2-PROGRAMAS DE ACCIÓN,361-RELACIONES LABORALES,2014,1281594609
3-PROGRAMAS DE INVERSIÓN,226-SERVICIO DEL REGISTRO CIVIL,2013,1275441220
3-PROGRAMAS DE INVERSIÓN,"671-SERVICIO DE REG. Y CONTROL DEL SIST. NAC, CONTRATC PUB",2012,1244065741
2-PROGRAMAS DE ACCIÓN,483-CREDITO PECUARIO,2016,1232853336
2-PROGRAMAS DE ACCIÓN,319-SALUD SIN DISCRIMINAR,2016,1230571671
3-PROGRAMAS DE INVERSIÓN,142-CONTROL FISCAL,2014,1219450086
3-PROGRAMAS DE INVERSIÓN,141-CONT. Y AUD. GUBERNAMENTAL,2011,1206025241
3-PROGRAMAS DE INVERSIÓN,454-CREDITO AGRICOLA Y PECUARIO,2015,1155845082
3-PROGRAMAS DE INVERSIÓN,111-LEGISLATIVA,2013,1145065771
2-PROGRAMAS DE ACCIÓN,449-ECOLOGIA Y MEDIO AMBIENTE SIN DISCRIMINAR,2014,1133811495
2-PROGRAMAS DE ACCIÓN,226-REGISTRO CIVIL DE LAS PERSONAS,2016,1080590099
1-PROGRAMAS DE ADMINISTRACION,142-CONTROL FISCAL,2013,1067232698
2-PROGRAMAS DE ACCIÓN,472-TURISMO,2016,1050970415
2-PROGRAMAS DE ACCIÓN,132-ADMINISTRACIÓN GENERAL,2013,1044465373
2-PROGRAMAS DE ACCIÓN,422-SERV. DE TELECOMUNICACIONES Y TELEVISION,2016,1043757543
2-PROGRAMAS DE ACCIÓN,349-EDUCACION Y CULTURA SIN DISCRIMINAR,2016,1013545538
3-PROGRAMAS DE INVERSIÓN,361-RELACIONES LABORALES,2014,967366665
3-PROGRAMAS DE INVERSIÓN,344-CULTURA,2014,946463861
2-PROGRAMAS DE ACCIÓN,631-REG Y CONTROL DE SERVICIOS DE AGUA POTABLE Y ALCANTARILLADOS,2016,944196404
2-PROGRAMAS DE ACCIÓN,353-DIFUSION DEL CONOCIMIENTO CIENTIFICO Y TECNOLOGICO,2016,937515744
1-PROGRAMAS DE ADMINISTRACION,142-CONTROL FISCAL,2012,869129161
1-PROGRAMAS DE ADMINISTRACION,113-CAMARA DE DIPUTADOS,2012,810631982
2-PROGRAMAS DE ACCIÓN,132-ADMINISTRACIÓN GENERAL,2016,806822345
1-PROGRAMAS DE ADMINISTRACION,621-REGULACIÓN Y CONTROL DE SERVICIOS DE TRANSPORTE,2016,801114530
1-PROGRAMAS DE ADMINISTRACION,161-CULTO,2011,794153702
1-PROGRAMAS DE ADMINISTRACION,651-REGULACIÓN Y CONTROL DE COOPERATIVAS,2016,746298277
3-PROGRAMAS DE INVERSIÓN,132-ADMINISTRACIÓN GENERAL,2015,744849520
3-PROGRAMAS DE INVERSIÓN,472-TURISMO,2011,733165928
3-PROGRAMAS DE INVERSIÓN,"359-CIENCIA , TECNOLOGIA Y DIFUSION SIN DISCRIMINAR",2014,708936822
2-PROGRAMAS DE ACCIÓN,345-DEPORTE Y RECREACION,2016,692751443
2-PROGRAMAS DE ACCIÓN,672-REG. Y CONTROL DE LOS SERV. REG.DE PROP. INTELECTUAL,2016,667484853
3-PROGRAMAS DE INVERSIÓN,359-CIENCIA Y TECNOLOGIA SIN DISCRIMINAR,2013,665638872
1-PROGRAMAS DE ADMINISTRACION,132-ADMINISTRACIÓN GENERAL,2016,656345154
1-PROGRAMAS DE ADMINISTRACION,161-CULTO,2012,645708654
1-PROGRAMAS DE ADMINISTRACION,354-SERVICIOS CIENTIFICOS Y TECNOLOGICOS,2016,636828686
2-PROGRAMAS DE ACCIÓN,128-REGISTRO PÚBLICO DE BIENES,2012,614578226
